#GEN	TIME		EVAL	BEST		AVG		STDDEV		WORST

0	0.1		20		0.00e+00  0.00e+00  0.00e+00  0.00e+00
1	0.4		30		5.18e+02  2.59e+01  1.13e+02  0.00e+00
2	0.7		40		5.18e+02  2.59e+02  2.59e+02  0.00e+00
3	0.9		50		5.18e+02  3.65e+02  2.34e+02  0.00e+00
4	0.12		60		5.38e+02  4.91e+02  1.08e+02  2.30e+01
5	0.15		70		6.05e+02  5.20e+02  2.35e+01  4.62e+02
6	0.17		80		6.05e+02  5.23e+02  1.92e+01  5.18e+02
7	0.19		90		6.05e+02  4.98e+02  1.12e+02  1.90e+01
8	0.21		100		6.05e+02  5.23e+02  1.92e+01  5.18e+02
9	0.24		110		6.05e+02  4.76e+02  1.45e+02  1.90e+01
10	0.27		120		6.05e+02  5.27e+02  2.46e+01  5.18e+02
11	0.30		130		6.05e+02  5.07e+02  1.16e+02  1.90e+01
12	0.33		140		6.05e+02  5.07e+02  1.16e+02  1.90e+01
13	0.36		150		6.05e+02  5.34e+02  3.08e+01  5.18e+02
14	0.39		160		6.05e+02  5.29e+02  2.63e+01  5.18e+02
15	0.42		170		6.05e+02  5.28e+02  2.69e+01  5.01e+02
16	0.46		180		6.05e+02  5.12e+02  1.18e+02  1.90e+01
17	0.49		190		6.05e+02  4.87e+02  1.59e+02  1.90e+01
18	0.50		200		6.05e+02  5.14e+02  1.17e+02  2.50e+01
19	0.53		210		6.05e+02  5.13e+02  1.19e+02  1.70e+01
20	0.56		220		6.05e+02  4.86e+02  1.61e+02  1.00e+01
21	0.59		230		6.05e+02  5.10e+02  1.17e+02  1.90e+01
22	0.62		240		6.05e+02  4.89e+02  1.60e+02  1.90e+01
23	0.65		250		6.05e+02  4.87e+02  1.62e+02  0.00e+00
24	0.68		260		6.05e+02  4.79e+02  1.64e+02  0.00e+00
25	0.71		270		6.05e+02  5.42e+02  3.45e+01  5.18e+02
26	0.74		280		6.05e+02  5.51e+02  3.79e+01  5.18e+02
27	0.76		290		6.05e+02  5.02e+02  1.69e+02  0.00e+00
28	0.79		300		6.05e+02  5.62e+02  4.05e+01  5.18e+02
29	0.82		310		6.05e+02  5.38e+02  1.25e+02  1.90e+01
30	0.84		320		6.05e+02  5.13e+02  1.72e+02  0.00e+00
31	0.86		330		6.05e+02  4.70e+02  2.30e+02  0.00e+00
32	0.89		340		6.05e+02  5.58e+02  1.28e+02  1.40e+01
33	0.92		350		6.05e+02  5.34e+02  1.80e+02  0.00e+00
34	0.95		360		6.05e+02  5.72e+02  1.27e+02  2.20e+01
35	0.97		370		6.05e+02  6.05e+02  0.00e+00  6.05e+02
36	1.0		380		6.05e+02  6.05e+02  0.00e+00  6.05e+02
37	1.4		390		6.05e+02  6.05e+02  0.00e+00  6.05e+02
38	1.8		400		6.10e+02  6.05e+02  1.09e+00  6.05e+02
39	1.11		410		6.34e+02  6.07e+02  6.36e+00  6.05e+02
40	1.14		420		6.34e+02  5.73e+02  1.29e+02  1.90e+01
41	1.16		430		6.34e+02  5.48e+02  1.76e+02  1.90e+01
42	1.20		440		6.34e+02  5.79e+02  1.29e+02  1.90e+01
43	1.23		450		6.34e+02  6.09e+02  8.63e+00  6.05e+02
44	1.25		460		6.34e+02  5.84e+02  1.10e+02  1.07e+02
45	1.29		470		6.34e+02  6.08e+02  8.66e+00  6.05e+02
46	1.33		480		6.34e+02  5.81e+02  1.10e+02  1.07e+02
47	1.35		490		6.34e+02  5.81e+02  1.10e+02  1.07e+02
48	1.39		500		6.34e+02  5.03e+02  2.08e+02  3.90e+01
49	1.41		510		6.34e+02  4.44e+02  2.51e+02  0.00e+00
50	1.44		520		6.34e+02  4.99e+02  2.17e+02  1.90e+01
51	1.47		530		6.34e+02  4.85e+02  2.18e+02  1.07e+02
52	1.51		540		6.34e+02  4.80e+02  2.29e+02  0.00e+00
53	1.54		550		6.34e+02  5.35e+02  1.80e+02  1.07e+02
54	1.59		560		6.34e+02  5.60e+02  1.51e+02  1.07e+02
55	1.63		570		6.34e+02  5.61e+02  1.52e+02  1.07e+02
56	1.66		580		6.34e+02  5.37e+02  1.81e+02  1.07e+02
57	1.69		590		6.34e+02  5.86e+02  1.11e+02  1.07e+02
58	1.72		600		6.34e+02  6.07e+02  2.75e+01  4.97e+02
59	1.76		610		6.34e+02  5.84e+02  1.11e+02  1.07e+02
60	1.80		620		6.34e+02  5.84e+02  1.11e+02  1.07e+02
61	1.84		630		6.34e+02  5.55e+02  1.66e+02  1.80e+01
62	1.87		640		6.34e+02  5.58e+02  1.53e+02  1.07e+02
63	1.90		650		6.34e+02  5.60e+02  1.69e+02  1.40e+01
64	1.92		660		6.34e+02  5.67e+02  1.70e+02  1.40e+01
65	1.96		670		6.34e+02  5.39e+02  2.08e+02  1.40e+01
66	1.99		680		6.34e+02  5.62e+02  1.70e+02  1.40e+01
67	2.1		690		6.34e+02  5.95e+02  1.15e+02  1.07e+02
68	2.5		700		6.34e+02  5.64e+02  1.85e+02  1.40e+01
69	2.8		710		6.34e+02  6.27e+02  2.38e+01  5.27e+02
70	2.10		720		6.34e+02  6.33e+02  6.32e+00  6.05e+02
71	2.12		730		6.34e+02  6.34e+02  0.00e+00  6.34e+02
72	2.14		740		6.34e+02  6.34e+02  0.00e+00  6.34e+02
73	2.17		750		6.34e+02  6.34e+02  0.00e+00  6.34e+02
74	2.20		760		6.34e+02  6.31e+02  1.37e+01  5.71e+02
75	2.23		770		6.34e+02  6.31e+02  1.37e+01  5.71e+02
76	2.26		780		6.34e+02  6.34e+02  0.00e+00  6.34e+02
77	2.29		790		6.34e+02  6.33e+02  3.05e+00  6.20e+02
78	2.32		800		6.34e+02  6.33e+02  3.05e+00  6.20e+02
79	2.34		810		6.34e+02  6.34e+02  0.00e+00  6.34e+02
80	2.36		820		6.34e+02  6.34e+02  0.00e+00  6.34e+02
81	2.41		830		6.34e+02  6.31e+02  1.24e+01  5.77e+02
82	2.45		840		6.34e+02  6.30e+02  1.90e+01  5.47e+02
83	2.46		850		6.34e+02  6.34e+02  0.00e+00  6.34e+02
84	2.48		860		6.34e+02  6.34e+02  0.00e+00  6.34e+02
85	2.51		870		6.34e+02  6.34e+02  0.00e+00  6.34e+02
86	2.54		880		6.34e+02  6.34e+02  0.00e+00  6.34e+02
87	2.56		890		6.34e+02  6.34e+02  0.00e+00  6.34e+02
88	2.58		900		6.34e+02  6.34e+02  0.00e+00  6.34e+02
89	2.61		910		6.34e+02  6.34e+02  0.00e+00  6.34e+02
90	2.63		920		6.34e+02  6.34e+02  0.00e+00  6.34e+02
91	2.64		930		6.34e+02  6.34e+02  0.00e+00  6.34e+02
92	2.67		940		6.34e+02  6.34e+02  0.00e+00  6.34e+02
93	2.69		950		6.34e+02  6.34e+02  0.00e+00  6.34e+02
94	2.70		960		6.34e+02  6.34e+02  0.00e+00  6.34e+02
95	2.72		970		6.34e+02  6.34e+02  0.00e+00  6.34e+02
96	2.73		980		6.34e+02  6.34e+02  0.00e+00  6.34e+02
97	2.75		990		6.34e+02  6.34e+02  0.00e+00  6.34e+02
98	2.78		1000		6.34e+02  6.34e+02  0.00e+00  6.34e+02
99	2.79		1010		6.34e+02  6.34e+02  0.00e+00  6.34e+02
100	2.82		1020		6.34e+02  6.32e+02  8.06e+00  5.97e+02
101	2.86		1030		6.34e+02  6.34e+02  0.00e+00  6.34e+02
102	2.88		1040		6.34e+02  6.34e+02  0.00e+00  6.34e+02
103	2.90		1050		6.34e+02  6.34e+02  0.00e+00  6.34e+02
104	2.93		1060		6.34e+02  6.34e+02  0.00e+00  6.34e+02
105	2.95		1070		6.34e+02  6.34e+02  0.00e+00  6.34e+02
106	2.98		1080		6.34e+02  6.34e+02  0.00e+00  6.34e+02
107	3.1		1090		6.34e+02  6.34e+02  0.00e+00  6.34e+02
108	3.3		1100		6.34e+02  6.34e+02  0.00e+00  6.34e+02
109	3.5		1110		6.34e+02  6.34e+02  0.00e+00  6.34e+02
110	3.8		1120		6.34e+02  6.34e+02  0.00e+00  6.34e+02
111	3.9		1130		6.34e+02  6.34e+02  0.00e+00  6.34e+02
112	3.11		1140		6.34e+02  6.34e+02  0.00e+00  6.34e+02
113	3.13		1150		6.34e+02  6.34e+02  0.00e+00  6.34e+02
114	3.15		1160		6.34e+02  6.30e+02  1.90e+01  5.47e+02
115	3.18		1170		6.34e+02  6.34e+02  0.00e+00  6.34e+02
116	3.20		1180		6.34e+02  6.34e+02  0.00e+00  6.34e+02
117	3.23		1190		6.34e+02  6.34e+02  0.00e+00  6.34e+02
118	3.26		1200		6.34e+02  6.34e+02  0.00e+00  6.34e+02
119	3.29		1210		6.34e+02  6.34e+02  0.00e+00  6.34e+02
120	3.30		1220		6.34e+02  6.34e+02  0.00e+00  6.34e+02
121	3.33		1230		6.34e+02  6.34e+02  0.00e+00  6.34e+02
122	3.34		1240		6.34e+02  6.34e+02  0.00e+00  6.34e+02
123	3.37		1250		6.34e+02  6.34e+02  0.00e+00  6.34e+02
124	3.39		1260		6.34e+02  6.34e+02  0.00e+00  6.34e+02
125	3.42		1270		6.34e+02  6.34e+02  0.00e+00  6.34e+02
